epoch,from_worker,to_worker,activity_type,#(activities),t(activities),#(records)
3,7,0,ControlMessage,1,3298450,0
3,11,5,ControlMessage,1,666077653,0
3,0,1,ControlMessage,4,1228808,0
3,14,0,DataMessage,1,667789535,1000
3,13,13,Busy,8,404038,0
3,4,5,ControlMessage,1,1299288,0
3,3,11,ControlMessage,1,0,0
3,14,14,Processing,2,980289,2000
3,3,8,ControlMessage,1,0,0
3,4,4,Waiting,18,5590999,0
3,0,0,Waiting,15,1309291,0
3,0,8,ControlMessage,4,0,0
3,11,10,ControlMessage,1,147102,0
3,5,8,ControlMessage,1,0,0
3,4,4,Busy,8,431835,0
3,8,11,ControlMessage,1,379659,0
3,8,6,ControlMessage,1,665348179,0
3,7,10,ControlMessage,1,0,0
3,13,7,ControlMessage,1,665157102,0
3,11,2,ControlMessage,1,665312416,0
3,15,15,Waiting,7,3401521,0
3,0,12,ControlMessage,4,0,0
3,15,7,ControlMessage,1,665248559,0
3,7,14,ControlMessage,1,0,0
3,10,4,ControlMessage,1,665266370,0
3,4,4,Processing,2,814026,2000
3,1,9,ControlMessage,1,0,0
3,14,2,ControlMessage,1,665150829,0
3,14,5,ControlMessage,1,665085330,0
3,14,0,ControlMessage,1,667151858,0
3,8,8,Spinning,5,181064,0
3,13,8,ControlMessage,1,307213,0
3,11,3,ControlMessage,1,665387592,0
3,12,4,ControlMessage,1,664987084,0
3,5,5,Busy,6,279101,0
3,6,6,Spinning,7,244349,0
3,8,10,ControlMessage,1,251784,0
3,12,0,ControlMessage,1,667499367,0
3,5,0,ControlMessage,1,3460752,0
3,2,8,ControlMessage,1,0,0
3,14,12,ControlMessage,1,292273,0
3,14,3,ControlMessage,1,665231885,0
3,4,1,ControlMessage,1,2309751,0
3,2,11,ControlMessage,1,0,0
3,2,4,ControlMessage,1,1351511,0
3,0,10,ControlMessage,4,0,0
3,13,10,ControlMessage,1,367091,0
3,5,0,DataMessage,1,3855746,1000
3,12,12,Busy,8,406307,0
3,7,7,Waiting,18,4794166,0
3,11,9,ControlMessage,1,397054,0
3,7,1,ControlMessage,1,2037729,0
3,12,9,ControlMessage,1,282967,0
3,12,7,ControlMessage,1,665139024,0
3,12,6,ControlMessage,1,665077605,0
3,13,2,ControlMessage,1,665541648,0
3,0,13,ControlMessage,4,0,0
3,5,7,ControlMessage,1,653928,0
3,2,1,ControlMessage,1,2487255,0
3,0,4,ControlMessage,4,0,0
3,8,0,ControlMessage,1,668959231,0
3,6,4,ControlMessage,1,257015,0
3,2,6,ControlMessage,1,1405439,0
3,9,11,ControlMessage,1,288612,0
4,9,3,ControlMessage,1,665353040,0
4,1,1,Busy,6,252534,0
4,2,9,ControlMessage,1,0,0
4,3,6,ControlMessage,1,1371779,0
4,12,10,ControlMessage,1,863586,0
4,2,3,ControlMessage,1,597248,0
4,2,12,ControlMessage,1,0,0
4,9,15,ControlMessage,1,1038931,0
4,8,10,ControlMessage,1,611704,0
4,0,13,ControlMessage,3,0,0
4,15,5,ControlMessage,1,665279363,0
4,14,4,ControlMessage,1,665186387,0
4,13,13,Processing,2,732044,2000
4,10,1,ControlMessage,1,667257332,0
4,1,9,ControlMessage,1,0,0
4,6,3,ControlMessage,1,345911,0
4,7,4,ControlMessage,1,106772,0
4,6,5,ControlMessage,1,203538,0
4,14,8,ControlMessage,1,512306,0
4,14,1,ControlMessage,1,667316256,0
4,4,0,DataMessage,1,2869026,1000
4,12,13,ControlMessage,1,234514,0
4,14,5,ControlMessage,1,665350135,0
4,8,2,ControlMessage,1,665210483,0
4,4,2,ControlMessage,1,267006,0
4,0,0,Processing,27,4481045,50000
4,3,0,ControlMessage,1,3362888,0
4,8,8,Spinning,5,147050,0
4,15,8,ControlMessage,1,438877,0
4,4,9,ControlMessage,1,0,0
4,10,13,ControlMessage,1,943939,0
4,8,0,ControlMessage,1,670224251,0
4,0,0,Spinning,5,207847,0
4,0,4,ControlMessage,3,0,0
4,11,0,ControlMessage,1,670317136,0
4,7,8,ControlMessage,1,0,0
4,15,6,ControlMessage,1,665252837,0
4,13,9,ControlMessage,1,663265,0
4,6,14,ControlMessage,1,0,0
4,13,5,ControlMessage,1,665257343,0
4,7,7,Spinning,5,321325,0
4,14,10,ControlMessage,1,797512,0
4,12,4,ControlMessage,1,665247616,0
4,12,3,ControlMessage,1,665402124,0
4,2,1,ControlMessage,1,2636836,0
4,7,0,ControlMessage,1,2248340,0
4,14,0,ControlMessage,1,670052152,0
4,3,3,Spinning,5,152123,0
4,7,14,ControlMessage,1,0,0
4,5,0,DataMessage,1,2785055,1000
4,15,1,ControlMessage,1,667243747,0
4,3,14,ControlMessage,1,0,0
4,3,10,ControlMessage,1,0,0
4,11,11,Processing,2,831666,2000
4,14,9,ControlMessage,1,587659,0
4,14,13,ControlMessage,1,548810,0
4,11,2,ControlMessage,1,665303718,0
4,9,6,ControlMessage,1,665500757,0
4,2,4,ControlMessage,1,1094623,0
4,9,9,Spinning,5,252373,0
4,12,0,ControlMessage,1,670112409,0
4,10,8,ControlMessage,1,147887,0
4,14,14,Spinning,5,343182,0
4,14,7,ControlMessage,1,665641022,0
4,4,3,ControlMessage,1,394311,0
4,5,4,ControlMessage,1,274551,0
4,12,1,ControlMessage,1,667375459,0
4,10,10,Spinning,5,194837,0
4,12,2,ControlMessage,1,665252491,0
4,12,9,ControlMessage,1,654236,0
4,11,4,ControlMessage,1,665441288,0
4,15,7,ControlMessage,1,665568626,0
4,13,8,ControlMessage,1,587637,0
4,10,5,ControlMessage,1,665268034,0
4,8,1,ControlMessage,1,667338678,0
4,1,0,ControlMessage,1,1379083,0
4,5,9,ControlMessage,1,0,0
4,7,9,ControlMessage,1,0,0
4,13,2,ControlMessage,1,665273304,0
4,7,1,ControlMessage,1,2240157,0
4,7,12,ControlMessage,1,0,0
4,14,14,Waiting,17,5188734,0
4,10,9,ControlMessage,1,313183,0
4,11,8,ControlMessage,1,306568,0
4,14,3,ControlMessage,1,665342650,0
4,10,10,Processing,2,925403,2000
4,2,2,Spinning,5,155078,0
4,11,12,ControlMessage,1,1079676,0
4,7,13,ControlMessage,1,0,0
4,13,3,ControlMessage,1,665422753,0
4,4,14,ControlMessage,1,0,0
4,2,0,ControlMessage,1,3185098,0
4,7,7,Busy,6,233760,0
4,7,7,Waiting,17,5053689,0
4,0,14,ControlMessage,3,0,0
4,3,13,ControlMessage,1,0,0
4,7,15,ControlMessage,1,0,0
4,8,3,ControlMessage,1,665360761,0
4,4,6,ControlMessage,1,357183,0
4,7,2,ControlMessage,1,124979,0
4,2,10,ControlMessage,1,0,0
4,1,8,ControlMessage,1,0,0
4,3,5,ControlMessage,1,1269457,0
4,11,6,ControlMessage,1,665235833,0
4,11,9,ControlMessage,1,471953,0
4,13,15,ControlMessage,1,478806,0
4,6,9,ControlMessage,1,0,0
4,5,15,ControlMessage,1,0,0
4,13,6,ControlMessage,1,665406416,0
4,6,0,DataMessage,1,2930206,1000
4,15,3,ControlMessage,1,665270006,0
4,10,3,ControlMessage,1,665279842,0
4,0,5,ControlMessage,3,0,0
4,0,6,ControlMessage,3,0,0
4,6,6,Waiting,17,5247460,0
4,11,10,ControlMessage,1,680825,0
4,5,13,ControlMessage,1,0,0
4,10,10,Waiting,17,5191690,0
4,15,15,Processing,2,782864,2000
4,8,12,ControlMessage,1,1009823,0
4,4,15,ControlMessage,1,0,0
4,5,3,ControlMessage,1,424787,0
4,15,13,ControlMessage,1,464408,0
4,5,5,Processing,2,784732,2000
4,10,2,ControlMessage,1,665129459,0
4,13,14,ControlMessage,1,623734,0
4,8,5,ControlMessage,1,665355409,0
4,8,6,ControlMessage,1,665164811,0
4,11,13,ControlMessage,1,901364,0
4,6,1,ControlMessage,1,2333274,0
4,5,5,Spinning,5,165907,0
4,4,4,Processing,2,776381,2000
4,14,11,ControlMessage,1,485699,0
4,8,7,ControlMessage,1,665429453,0
4,9,7,ControlMessage,1,665425682,0
4,11,11,Spinning,5,156571,0
4,15,10,ControlMessage,1,724786,0
4,9,14,ControlMessage,1,1342106,0
4,1,15,ControlMessage,1,0,0
4,1,6,ControlMessage,1,0,0
4,9,1,ControlMessage,1,667330652,0
4,13,0,DataMessage,1,667846684,1000
4,15,11,ControlMessage,1,412394,0
4,9,0,ControlMessage,1,670216139,0
4,5,0,ControlMessage,1,2419576,0
4,3,3,Waiting,17,5522011,0
4,6,13,ControlMessage,1,0,0
4,3,0,DataMessage,1,2084709,1000
4,2,2,Waiting,17,5180084,0
4,5,14,ControlMessage,1,0,0
4,3,11,ControlMessage,1,0,0
4,8,13,ControlMessage,1,830556,0
4,11,1,ControlMessage,1,667431390,0
4,9,9,Processing,2,792602,2000
4,15,14,ControlMessage,1,471538,0
4,5,8,ControlMessage,1,0,0
4,1,3,ControlMessage,1,0,0
4,8,8,Waiting,17,5286713,0
4,1,1,Waiting,17,5357304,0
4,12,15,ControlMessage,1,470843,0
4,14,14,Busy,6,259274,0
4,10,0,ControlMessage,1,670142858,0
4,9,8,ControlMessage,1,230260,0
4,10,12,ControlMessage,1,926918,0
4,1,5,ControlMessage,1,0,0
4,4,0,ControlMessage,1,2389834,0
4,5,5,Busy,6,238279,0
4,2,2,Busy,6,419559,0
4,4,8,ControlMessage,1,0,0
4,3,12,ControlMessage,1,0,0
4,6,12,ControlMessage,1,0,0
4,13,13,Busy,6,218511,0
4,11,5,ControlMessage,1,665424704,0
4,3,7,ControlMessage,1,1635795,0
4,0,1,ControlMessage,3,921834,0
4,2,11,ControlMessage,1,0,0
4,3,8,ControlMessage,1,0,0
4,15,2,ControlMessage,1,665120455,0
4,3,2,ControlMessage,1,740327,0
4,0,12,ControlMessage,3,0,0
4,4,4,Waiting,17,5278293,0
4,14,2,ControlMessage,1,665193190,0
4,13,13,Spinning,5,136361,0
4,10,4,ControlMessage,1,665282809,0
4,4,11,ControlMessage,1,0,0
4,10,11,ControlMessage,1,92234,0
4,8,4,ControlMessage,1,665358487,0
4,9,9,Busy,6,262292,0
4,0,7,ControlMessage,3,0,0
4,6,4,ControlMessage,1,200794,0
4,7,3,ControlMessage,1,253036,0
4,10,10,Busy,6,255580,0
4,0,10,ControlMessage,3,0,0
4,2,15,ControlMessage,1,0,0
4,15,9,ControlMessage,1,514307,0
4,8,8,Busy,6,246879,0
4,4,7,ControlMessage,1,620748,0
4,12,14,ControlMessage,1,616439,0
4,4,12,ControlMessage,1,0,0
4,6,6,Processing,2,788658,2000
4,11,15,ControlMessage,1,1119271,0
4,12,6,ControlMessage,1,665386966,0
4,4,4,Busy,6,251639,0
4,0,15,ControlMessage,3,0,0
4,14,12,ControlMessage,1,316946,0
4,11,11,Waiting,17,5348092,0
4,8,11,ControlMessage,1,181063,0
4,7,11,ControlMessage,1,0,0
4,0,9,ControlMessage,3,0,0
4,2,14,ControlMessage,1,0,0
4,7,7,Processing,2,883465,2000
4,10,0,DataMessage,1,670489437,1000
4,2,2,Processing,2,784361,2000
4,5,5,Waiting,17,5301317,0
4,12,12,Waiting,17,5319887,0
4,13,7,ControlMessage,1,665427697,0
4,9,5,ControlMessage,1,665351902,0
4,4,4,Spinning,5,167751,0
4,12,11,ControlMessage,1,552234,0
4,8,9,ControlMessage,1,401912,0
4,5,12,ControlMessage,1,0,0
4,10,6,ControlMessage,1,665415197,0
4,15,0,DataMessage,1,670397642,1000
4,6,11,ControlMessage,1,0,0
4,9,10,ControlMessage,1,606399,0
4,3,15,ControlMessage,1,0,0
4,1,1,Processing,2,753770,2000
4,7,6,ControlMessage,1,207322,0
4,15,12,ControlMessage,1,231611,0
4,10,15,ControlMessage,1,965374,0
4,11,7,ControlMessage,1,665499930,0
4,10,7,ControlMessage,1,665341934,0
4,9,11,ControlMessage,1,448010,0
4,11,3,ControlMessage,1,665454044,0
4,2,6,ControlMessage,1,1195356,0
4,0,0,Busy,15,790146,0
4,13,12,ControlMessage,1,381937,0
4,4,5,ControlMessage,1,259235,0
4,0,3,ControlMessage,3,0,0
4,3,9,ControlMessage,1,0,0
4,15,0,ControlMessage,1,669979090,0
4,5,1,ControlMessage,1,2412348,0
4,1,10,ControlMessage,1,0,0
4,7,0,DataMessage,1,2949861,1000
4,13,10,ControlMessage,1,872658,0
4,4,1,ControlMessage,1,2382551,0
4,6,7,ControlMessage,1,564963,0
4,12,12,Busy,6,311223,0
4,3,1,ControlMessage,1,2814743,0
4,9,9,Waiting,17,5237657,0
4,15,15,Spinning,5,147900,0
4,15,15,Waiting,17,5248020,0
4,1,0,DataMessage,1,136965,1000
4,13,11,ControlMessage,1,561369,0
4,5,6,ControlMessage,1,374456,0
4,6,2,ControlMessage,1,218366,0
4,8,0,DataMessage,1,667743622,1000
4,12,5,ControlMessage,1,665237801,0
4,12,12,Processing,2,732549,2000
4,5,10,ControlMessage,1,0,0
4,0,11,ControlMessage,3,0,0
4,1,2,ControlMessage,1,0,0
4,14,6,ControlMessage,1,665326053,0
4,1,11,ControlMessage,1,0,0
4,12,12,Spinning,5,179140,0
4,13,1,ControlMessage,1,667396143,0
4,12,0,DataMessage,1,667835959,1000
4,11,0,DataMessage,1,667939371,1000
4,8,8,Processing,2,808128,2000
4,12,7,ControlMessage,1,665420169,0
4,2,13,ControlMessage,1,0,0
4,15,4,ControlMessage,1,665113770,0
4,3,3,Busy,6,294607,0
4,4,10,ControlMessage,1,0,0
4,6,8,ControlMessage,1,0,0
4,13,13,Waiting,17,5483449,0
4,14,15,ControlMessage,1,435954,0
4,9,12,ControlMessage,1,1000541,0
4,11,14,ControlMessage,1,866876,0
4,1,12,ControlMessage,1,0,0
4,1,7,ControlMessage,1,0,0
4,11,11,Busy,6,252063,0
4,1,1,Spinning,5,168549,0
4,8,14,ControlMessage,1,796410,0
4,10,14,ControlMessage,1,1273389,0
4,3,4,ControlMessage,1,1271184,0
4,2,0,DataMessage,1,2134735,1000
4,13,4,ControlMessage,1,665267109,0
4,7,5,ControlMessage,1,129429,0
4,8,15,ControlMessage,1,1048336,0
4,6,0,ControlMessage,1,2341609,0
4,14,0,DataMessage,1,667947352,1000
4,12,8,ControlMessage,1,578726,0
4,1,4,ControlMessage,1,0,0
4,5,2,ControlMessage,1,297479,0
4,9,2,ControlMessage,1,665202647,0
4,2,5,ControlMessage,1,1091976,0
4,13,0,ControlMessage,1,670132407,0
4,1,14,ControlMessage,1,0,0
4,0,2,ControlMessage,3,0,0
4,5,7,ControlMessage,1,637695,0
4,2,8,ControlMessage,1,0,0
4,6,6,Spinning,5,177655,0
4,14,14,Processing,2,755766,2000
4,2,7,ControlMessage,1,1459455,0
4,6,6,Busy,6,258704,0
4,0,0,Waiting,15,1112837,0
4,4,13,ControlMessage,1,0,0
4,6,15,ControlMessage,1,0,0
4,9,4,ControlMessage,1,665356131,0
4,9,0,DataMessage,1,667919281,1000
4,9,13,ControlMessage,1,1017423,0
4,5,11,ControlMessage,1,0,0
4,3,3,Processing,2,748942,2000
4,15,15,Busy,6,251883,0
4,6,10,ControlMessage,1,0,0
4,1,13,ControlMessage,1,0,0
4,7,10,ControlMessage,1,0,0
4,0,8,ControlMessage,3,0,0
5,5,0,DataMessage,1,2906525,1000
5,0,8,ControlMessage,3,0,0
5,10,1,ControlMessage,1,667623233,0
5,12,8,ControlMessage,1,410408,0
5,15,2,ControlMessage,1,665424913,0
5,13,15,ControlMessage,1,345517,0
5,4,5,ControlMessage,1,261253,0
5,14,14,Processing,2,804384,2000
5,6,5,ControlMessage,1,215452,0
5,12,15,ControlMessage,1,357045,0
5,0,7,ControlMessage,3,0,0
5,2,6,ControlMessage,1,1472877,0
5,4,15,ControlMessage,1,0,0
5,2,12,ControlMessage,1,0,0
5,13,0,ControlMessage,1,670174519,0
5,6,12,ControlMessage,1,0,0
5,10,14,ControlMessage,1,1129958,0
5,1,7,ControlMessage,1,0,0
5,1,1,Processing,2,753821,2000
5,7,5,ControlMessage,1,252985,0
5,8,11,ControlMessage,1,249219,0
5,12,11,ControlMessage,1,348042,0
5,1,2,ControlMessage,1,0,0
5,11,11,Processing,2,810720,2000
5,9,6,ControlMessage,1,665483044,0
5,6,8,ControlMessage,1,0,0
5,3,8,ControlMessage,1,0,0
5,1,14,ControlMessage,1,0,0
5,15,15,Waiting,17,5041327,0
5,12,7,ControlMessage,1,665544799,0
5,10,5,ControlMessage,1,665304235,0
5,13,11,ControlMessage,1,349501,0
5,15,10,ControlMessage,1,631015,0
5,7,7,Spinning,5,421084,0
5,15,0,DataMessage,1,667779084,1000
5,4,8,ControlMessage,1,0,0
5,12,3,ControlMessage,1,665716546,0
5,5,12,ControlMessage,1,0,0
5,0,14,ControlMessage,3,0,0
5,6,15,ControlMessage,1,0,0
5,11,10,ControlMessage,1,452627,0
5,0,12,ControlMessage,3,0,0
5,10,10,Spinning,5,212841,0
5,4,10,ControlMessage,1,0,0
5,15,1,ControlMessage,1,667409001,0
5,9,11,ControlMessage,1,280078,0
5,10,2,ControlMessage,1,665489056,0
5,6,6,Waiting,17,5142360,0
5,9,4,ControlMessage,1,665384613,0
5,14,9,ControlMessage,1,549748,0
5,8,3,ControlMessage,1,665844690,0
5,8,7,ControlMessage,1,665740247,0
5,0,0,Busy,15,839207,0
5,9,9,Busy,6,378319,0
5,3,3,Processing,2,1293190,2000
5,5,2,ControlMessage,1,37725,0
5,7,4,ControlMessage,1,270772,0
5,0,4,ControlMessage,3,0,0
5,9,14,ControlMessage,1,1182808,0
5,2,3,ControlMessage,1,2099329,0
5,11,11,Spinning,5,162402,0
5,6,4,ControlMessage,1,242168,0
5,12,9,ControlMessage,1,525857,0
5,11,4,ControlMessage,1,665429222,0
5,15,8,ControlMessage,1,375235,0
5,5,14,ControlMessage,1,0,0
5,10,3,ControlMessage,1,665834332,0
5,2,7,ControlMessage,1,1569793,0
5,10,6,ControlMessage,1,665426707,0
5,5,0,ControlMessage,1,2300950,0
5,1,8,ControlMessage,1,0,0
5,7,0,DataMessage,1,2859847,1000
5,10,12,ControlMessage,1,1039595,0
5,5,5,Busy,6,242526,0
5,2,5,ControlMessage,1,1363751,0
5,10,0,ControlMessage,1,670357829,0
5,12,2,ControlMessage,1,665451789,0
5,15,7,ControlMessage,1,665505079,0
5,8,1,ControlMessage,1,667637829,0
5,12,10,ControlMessage,1,664972,0
5,12,12,Busy,6,271330,0
5,12,12,Processing,2,771670,2000
5,14,3,ControlMessage,1,665559213,0
5,14,6,ControlMessage,1,665298434,0
5,4,0,ControlMessage,1,2224990,0
5,12,0,ControlMessage,1,670172749,0
5,13,14,ControlMessage,1,797105,0
5,4,4,Spinning,5,186224,0
5,8,2,ControlMessage,1,665503683,0
5,9,8,ControlMessage,1,300957,0
5,11,0,ControlMessage,1,670458592,0
5,11,11,Waiting,18,6812087,0
5,15,13,ControlMessage,1,327506,0
5,7,8,ControlMessage,1,0,0
5,11,6,ControlMessage,1,665527410,0
5,14,1,ControlMessage,1,667274531,0
5,12,13,ControlMessage,1,305963,0
5,6,2,ControlMessage,1,0,0
5,14,4,ControlMessage,1,665164073,0
5,8,6,ControlMessage,1,665441034,0
5,9,3,ControlMessage,1,665888218,0
5,0,1,ControlMessage,3,954946,0
5,9,1,ControlMessage,1,667679783,0
5,6,6,Spinning,5,207455,0
5,0,5,ControlMessage,3,0,0
5,2,14,ControlMessage,1,0,0
5,8,14,ControlMessage,1,1081710,0
5,14,11,ControlMessage,1,496939,0
5,0,6,ControlMessage,3,0,0
5,13,13,Waiting,17,5065795,0
5,2,1,ControlMessage,1,2733630,0
5,2,0,ControlMessage,1,3285621,0
5,9,0,ControlMessage,1,670414599,0
5,1,6,ControlMessage,1,0,0
5,1,5,ControlMessage,1,0,0
5,8,15,ControlMessage,1,991765,0
5,15,6,ControlMessage,1,665207281,0
5,4,3,ControlMessage,1,1049380,0
5,2,9,ControlMessage,1,0,0
5,14,0,DataMessage,1,670443314,1000
5,9,7,ControlMessage,1,665780901,0
5,11,9,ControlMessage,1,416977,0
5,0,15,ControlMessage,3,0,0
5,5,8,ControlMessage,1,0,0
5,8,0,DataMessage,1,667681401,1000
5,10,0,DataMessage,1,667773670,1000
5,3,3,Busy,7,681173,0
5,10,10,Waiting,18,6648802,0
5,11,14,ControlMessage,1,1205988,0
5,1,10,ControlMessage,1,0,0
5,12,5,ControlMessage,1,665119285,0
5,4,13,ControlMessage,1,0,0
5,2,2,Busy,7,282418,0
5,8,0,ControlMessage,1,670373506,0
5,5,9,ControlMessage,1,0,0
5,9,9,Spinning,5,153158,0
5,14,14,Waiting,17,4799867,0
5,7,7,Processing,2,758107,2000
5,9,10,ControlMessage,1,425475,0
5,13,12,ControlMessage,1,399222,0
5,13,4,ControlMessage,1,665145503,0
5,6,7,ControlMessage,1,415033,0
5,6,1,ControlMessage,1,2069998,0
5,11,11,Busy,6,362442,0
5,11,3,ControlMessage,1,665998837,0
5,13,1,ControlMessage,1,667439503,0
5,10,13,ControlMessage,1,1005675,0
5,15,15,Spinning,5,170002,0
5,3,2,ControlMessage,1,203663,0
5,8,9,ControlMessage,1,358751,0
5,13,5,ControlMessage,1,665121236,0
5,5,5,Processing,2,760703,2000
5,0,3,ControlMessage,3,0,0
5,15,4,ControlMessage,1,665109219,0
5,12,0,DataMessage,1,667708780,1000
5,9,12,ControlMessage,1,1091715,0
5,7,2,ControlMessage,1,0,0
5,13,0,DataMessage,1,667702481,1000
5,5,5,Waiting,17,5219386,0
5,5,13,ControlMessage,1,0,0
5,1,12,ControlMessage,1,0,0
5,3,3,Spinning,6,350059,0
